Category,Category,Type,Subtype,Date,Month,Year,Institute,Title,abbr.,Paper_link,Abstract,code,Publication,BibTex,Authors,_tasks,_added_date
Method,Method,Neural and Evolutionary Computing,Computer Vision,2016-09-22,9,2016,,On the usability of deep networks for object-based image analysis,,http://arxiv.org/abs/1609.06845v1,"As computer vision before, remote sensing has been radically changed by the introduction of Convolution Neural Networks.  Land cover use, object detection and scene understanding in aerial images rely more and more on deep learning to achieve new state-of-the-art results. Recent architectures such as Fully Convolutional Networks (Long et al., 2015) can even produce pixel level annotations for semantic mapping. In this work, we show how to use such deep networks to detect, segment and classify different varieties of wheeled vehicles in aerial images from the ISPRS Potsdam dataset.  This allows us to tackle object detection and classification on a complex dataset made up of visually similar classes, and to demonstrate the relevance of such a subclass modeling approach. Especially, we want to show that deep learning is also suitable for object-oriented analysis of Earth Observation data.  First, we train a FCN variant on the ISPRS Potsdam dataset and show how the learnt semantic maps can be used to extract precise segmentation of vehicles, which allow us studying the repartition of vehicles in the city. Second, we train a CNN to perform vehicle classification on the VEDAI (Razakarivony and Jurie, 2016) dataset, and transfer its knowledge to classify candidate segmented vehicles on the Potsdam dataset.",,"in International Conference on Geographic Object-Based Image Analysis (GEOBIA), Sep 2016, Enschede, Netherlands","@article{audebert2016on,
  title={On the usability of deep networks for object-based image analysis},
  author={Nicolas Audebert and Bertrand Le Saux and Sébastien Lefèvre},
  journal={arXiv preprint arXiv:1609.06845v1},
  year={2016},
  url={http://arxiv.org/abs/1609.06845v1}
}","Nicolas Audebert, Bertrand Le Saux, Sébastien Lefèvre",CLS;OD,2026-04-18
Method,Method,Computer Vision,Neural and Evolutionary Computing,2016-09-22,9,2016,,Semantic Segmentation of Earth Observation Data Using Multimodal and Multi-scale Deep Networks,,http://arxiv.org/abs/1609.06846v1,"This work investigates the use of deep fully convolutional neural networks (DFCNN) for pixel-wise scene labeling of Earth Observation images. Especially, we train a variant of the SegNet architecture on remote sensing data over an urban area and study different strategies for performing accurate semantic segmentation. Our contributions are the following: 1) we transfer efficiently a DFCNN from generic everyday images to remote sensing images; 2) we introduce a multi-kernel convolutional layer for fast aggregation of predictions at multiple scales; 3) we perform data fusion from heterogeneous sensors (optical and laser) using residual correction. Our framework improves state-of-the-art accuracy on the ISPRS Vaihingen 2D Semantic Labeling dataset.",,"Asian Conference on Computer Vision (ACCV16), Nov 2016, Taipei, Taiwan","@article{audebert2016semantic,
  title={Semantic Segmentation of Earth Observation Data Using Multimodal and Multi-scale Deep Networks},
  author={Nicolas Audebert and Bertrand Le Saux and Sébastien Lefèvre},
  journal={arXiv preprint arXiv:1609.06846v1},
  year={2016},
  url={http://arxiv.org/abs/1609.06846v1}
}","Nicolas Audebert, Bertrand Le Saux, Sébastien Lefèvre",SEG,2026-04-18
Method,Method,Computer Vision,,2016-10-10,10,2016,,Learning Low Dimensional Convolutional Neural Networks for High-Resolution Remote Sensing Image Retrieval,,http://arxiv.org/abs/1610.03023v2,"Learning powerful feature representations for image retrieval has always been a challenging task in the field of remote sensing. Traditional methods focus on extracting low-level hand-crafted features which are not only time-consuming but also tend to achieve unsatisfactory performance due to the content complexity of remote sensing images. In this paper, we investigate how to extract deep feature representations based on convolutional neural networks (CNN) for high-resolution remote sensing image retrieval (HRRSIR). To this end, two effective schemes are proposed to generate powerful feature representations for HRRSIR. In the first scheme, the deep features are extracted from the fully-connected and convolutional layers of the pre-trained CNN models, respectively; in the second scheme, we propose a novel CNN architecture based on conventional convolution layers and a three-layer perceptron. The novel CNN model is then trained on a large remote sensing dataset to learn low dimensional features. The two schemes are evaluated on several public and challenging datasets, and the results indicate that the proposed schemes and in particular the novel CNN are able to achieve state-of-the-art performance.",,,"@article{zhou2016learning,
  title={Learning Low Dimensional Convolutional Neural Networks for High-Resolution Remote Sensing Image Retrieval},
  author={Weixun Zhou and Shawn Newsam and Congmin Li and Zhenfeng Shao},
  journal={arXiv preprint arXiv:1610.03023v2},
  year={2016},
  url={http://arxiv.org/abs/1610.03023v2}
}","Weixun Zhou, Shawn Newsam, Congmin Li, Zhenfeng Shao",ITR,2026-04-18
Method,Method,Computer Vision,,2017-01-08,1,2017,,"Multi-spectral Image Panchromatic Sharpening, Outcome and Process Quality Assessment Protocol",,http://arxiv.org/abs/1701.01942v1,"Multispectral (MS) image panchromatic (PAN) sharpening algorithms proposed to the remote sensing community are ever increasing in number and variety. Their aim is to sharpen a coarse spatial resolution MS image with a fine spatial resolution PAN image acquired simultaneously by a spaceborne or airborne Earth observation (EO) optical imaging sensor pair. Unfortunately, to date, no standard evaluation procedure for MS image PAN sharpening outcome and process is community agreed upon, in contrast with the Quality Assurance Framework for Earth Observation (QA4EO) guidelines proposed by the intergovernmental Group on Earth Observations (GEO). In general, process is easier to measure, outcome is more important. The original contribution of the present study is fourfold. First, existing procedures for quantitative quality assessment (Q2A) of the (sole) PAN sharpened MS product are critically reviewed. Their conceptual and implementation drawbacks are highlighted to be overcome for quality improvement. Second, a novel (to the best of these authors' knowledge, the first) protocol for Q2A of MS image PAN sharpening product and process is designed, implemented and validated by independent means. Third, within this protocol, an innovative categorization of spectral and spatial image quality indicators and metrics is presented. Fourth, according to this new taxonomy, an original third order isotropic multi scale gray level co occurrence matrix (TIMS GLCM) calculator and a TIMS GLCM texture feature extractor are proposed to replace popular second order GLCMs.",,,"@article{baraldi2017multispectral,
  title={Multi-spectral Image Panchromatic Sharpening, Outcome and Process Quality Assessment Protocol},
  author={Andrea Baraldi and Francesca Despini and Sergio Teggi},
  journal={arXiv preprint arXiv:1701.01942v1},
  year={2017},
  url={http://arxiv.org/abs/1701.01942v1}
}","Andrea Baraldi, Francesca Despini, Sergio Teggi",,2026-04-18
Method,Method,Computer Vision,,2017-01-16,1,2017,,Automatic Spatial Context-Sensitive Cloud/Cloud-Shadow Detection in Multi-Source Multi-Spectral Earth Observation Images: AutoCloud+,,http://arxiv.org/abs/1701.04256v1,"The proposed Earth observation (EO) based value adding system (EO VAS), hereafter identified as AutoCloud+, consists of an innovative EO image understanding system (EO IUS) design and implementation capable of automatic spatial context sensitive cloud/cloud shadow detection in multi source multi spectral (MS) EO imagery, whether or not radiometrically calibrated, acquired by multiple platforms, either spaceborne or airborne, including unmanned aerial vehicles (UAVs). It is worth mentioning that the same EO IUS architecture is suitable for a large variety of EO based value adding products and services, including: (i) low level image enhancement applications, such as automatic MS image topographic correction, co registration, mosaicking and compositing, (ii) high level MS image land cover (LC) and LC change (LCC) classification and (iii) content based image storage/retrieval in massive multi source EO image databases (big data mining).",,"Invitation to tender ESA/AO/1 8373/15/I NB, VAE: Next Generation EO based Information Services","@article{baraldi2017automatic,
  title={Automatic Spatial Context-Sensitive Cloud/Cloud-Shadow Detection in Multi-Source Multi-Spectral Earth Observation Images: AutoCloud+},
  author={Andrea Baraldi},
  journal={arXiv preprint arXiv:1701.04256v1},
  year={2017},
  url={http://arxiv.org/abs/1701.04256v1}
}",Andrea Baraldi,CLS;SR,2026-04-18
Method,Method,Computer Vision,Machine Learning,2017-05-19,5,2017,,What do We Learn by Semantic Scene Understanding for Remote Sensing imagery in CNN framework?,,http://arxiv.org/abs/1705.07077v1,"Recently, deep convolutional neural network (DCNN) achieved increasingly remarkable success and rapidly developed in the field of natural image recognition. Compared with the natural image, the scale of remote sensing image is larger and the scene and the object it represents are more macroscopic. This study inquires whether remote sensing scene and natural scene recognitions differ and raises the following questions: What are the key factors in remote sensing scene recognition? Is the DCNN recognition mechanism centered on object recognition still applicable to the scenarios of remote sensing scene understanding? We performed several experiments to explore the influence of the DCNN structure and the scale of remote sensing scene understanding from the perspective of scene complexity. Our experiment shows that understanding a complex scene depends on an in-depth network and multiple-scale perception. Using a visualization method, we qualitatively and quantitatively analyze the recognition mechanism in a complex remote sensing scene and demonstrate the importance of multi-objective joint semantic support.",,,"@article{li2017what,
  title={What do We Learn by Semantic Scene Understanding for Remote Sensing imagery in CNN framework?},
  author={Haifeng Li and Jian Peng and Chao Tao and Jie Chen and Min Deng},
  journal={arXiv preprint arXiv:1705.07077v1},
  year={2017},
  url={http://arxiv.org/abs/1705.07077v1}
}","Haifeng Li, Jian Peng, Chao Tao, Jie Chen, Min Deng",CLS,2026-04-18
Method,Method,Computer Vision,,2017-05-23,5,2017,,Towards seamless multi-view scene analysis from satellite to street-level,,http://arxiv.org/abs/1705.08101v1,"In this paper, we discuss and review how combined multi-view imagery from satellite to street-level can benefit scene analysis. Numerous works exist that merge information from remote sensing and images acquired from the ground for tasks like land cover mapping, object detection, or scene understanding. What makes the combination of overhead and street-level images challenging, is the strongly varying viewpoint, different scale, illumination, sensor modality and time of acquisition. Direct (dense) matching of images on a per-pixel basis is thus often impossible, and one has to resort to alternative strategies that will be discussed in this paper. We review recent works that attempt to combine images taken from the ground and overhead views for purposes like scene registration, reconstruction, or classification. Three methods that represent the wide range of potential methods and applications (change detection, image orientation, and tree cataloging) are described in detail. We show that cross-fertilization between remote sensing, computer vision and machine learning is very valuable to make the best of geographic data available from Earth Observation sensors and ground imagery. Despite its challenges, we believe that integrating these complementary data sources will lead to major breakthroughs in Big GeoData.",,,"@article{lefvre2017towards,
  title={Towards seamless multi-view scene analysis from satellite to street-level},
  author={Sébastien Lefèvre and Devis Tuia and Jan Dirk Wegner and Timothée Produit and Ahmed Samy Nassar},
  journal={arXiv preprint arXiv:1705.08101v1},
  year={2017},
  url={http://arxiv.org/abs/1705.08101v1}
}","Sébastien Lefèvre, Devis Tuia, Jan Dirk Wegner, Timothée Produit, Ahmed Samy Nassar",CLS;CD;OD,2026-04-18
Dataset,Dataset,Computer Vision,,2017-06-11,6,2017,,PatternNet: A Benchmark Dataset for Performance Evaluation of Remote Sensing Image Retrieval,,http://arxiv.org/abs/1706.03424v2,"Remote sensing image retrieval(RSIR), which aims to efficiently retrieve data of interest from large collections of remote sensing data, is a fundamental task in remote sensing. Over the past several decades, there has been significant effort to extract powerful feature representations for this task since the retrieval performance depends on the representative strength of the features. Benchmark datasets are also critical for developing, evaluating, and comparing RSIR approaches. Current benchmark datasets are deficient in that 1) they were originally collected for land use/land cover classification and not image retrieval, 2) they are relatively small in terms of the number of classes as well the number of sample images per class, and 3) the retrieval performance has saturated. These limitations have severely restricted the development of novel feature representations for RSIR, particularly the recent deep-learning based features which require large amounts of training data. We therefore present in this paper, a new large-scale remote sensing dataset termed ""PatternNet"" that was collected specifically for RSIR. PatternNet was collected from high-resolution imagery and contains 38 classes with 800 images per class. We also provide a thorough review of RSIR approaches ranging from traditional handcrafted feature based methods to recent deep learning based ones. We evaluate over 35 methods to establish extensive baseline results for future RSIR research using the PatternNet benchmark.",,49 pages,"@article{zhou2017patternnet,
  title={PatternNet: A Benchmark Dataset for Performance Evaluation of Remote Sensing Image Retrieval},
  author={Weixun Zhou and Shawn Newsam and Congmin Li and Zhenfeng Shao},
  journal={arXiv preprint arXiv:1706.03424v2},
  year={2017},
  url={http://arxiv.org/abs/1706.03424v2}
}","Weixun Zhou, Shawn Newsam, Congmin Li, Zhenfeng Shao",CLS;ITR,2026-04-18
Method,Method,Computer Vision,,2017-07-23,7,2017,,Exploiting Deep Features for Remote Sensing Image Retrieval: A Systematic Investigation,,http://arxiv.org/abs/1707.07321v3,"Remote sensing (RS) image retrieval is of great significant for geological information mining. Over the past two decades, a large amount of research on this task has been carried out, which mainly focuses on the following three core issues: feature extraction, similarity metric and relevance feedback. Due to the complexity and multiformity of ground objects in high-resolution remote sensing (HRRS) images, there is still room for improvement in the current retrieval approaches. In this paper, we analyze the three core issues of RS image retrieval and provide a comprehensive review on existing methods. Furthermore, for the goal to advance the state-of-the-art in HRRS image retrieval, we focus on the feature extraction issue and delve how to use powerful deep representations to address this task. We conduct systematic investigation on evaluating correlative factors that may affect the performance of deep features. By optimizing each factor, we acquire remarkable retrieval results on publicly available HRRS datasets. Finally, we explain the experimental phenomenon in detail and draw conclusions according to our analysis. Our work can serve as a guiding role for the research of content-based RS image retrieval.",,,"@article{tong2017exploiting,
  title={Exploiting Deep Features for Remote Sensing Image Retrieval: A Systematic Investigation},
  author={Xin-Yi Tong and Gui-Song Xia and Fan Hu and Yanfei Zhong and Mihai Datcu and Liangpei Zhang},
  journal={arXiv preprint arXiv:1707.07321v3},
  year={2017},
  url={http://arxiv.org/abs/1707.07321v3}
}","Xin-Yi Tong, Gui-Song Xia, Fan Hu, Yanfei Zhong, Mihai Datcu, Liangpei Zhang",ITR,2026-04-18
Survey,Survey,astro-ph.EP,,2017-10-27,10,2017,,CASTAway: An Asteroid Main Belt Tour and Survey,,http://arxiv.org/abs/1710.10191v1,"CASTAway is a mission concept to explore our Solar System's main asteroid belt. Asteroids and comets provide a window into the formation and evolution of our Solar System and the composition of these objects can be inferred from space-based remote sensing using spectroscopic techniques. Variations in composition across the asteroid populations provide a tracer for the dynamical evolution of the Solar System. The mission combines a long-range (point source) telescopic survey of over 10,000 objects, targeted close encounters with 10 to 20 asteroids and serendipitous searches to constrain the distribution of smaller (e.g. 10 m) size objects into a single concept. With a carefully targeted trajectory that loops through the asteroid belt, CASTAway would provide a comprehensive survey of the main belt at multiple scales. The scientific payload comprises a 50 cm diameter telescope that includes an integrated low-resolution (R = 30 to 100) spectrometer and visible context imager, a thermal (e.g. 6 to 16 microns) imager for use during the flybys, and modified star tracker cameras to detect small (approx. 10 m) asteroids. The CASTAway spacecraft and payload have high levels of technology readiness and are designed to fit within the programmatic and cost caps for a European Space Agency medium class mission, whilst delivering a significant increase in knowledge of our Solar System.",,Advances in Space Research October 2017,"@article{bowles2017castaway,
  title={CASTAway: An Asteroid Main Belt Tour and Survey},
  author={N. E. Bowles and C. Snodgrass and A Gibbings and J. P. Sanchez and J. A. Arnold and P. Eccleston and T. Andert and A. Probst and G. Naletto and A. C. Vandaele and J. de Leon and A. Nathues and I. R. Thomas and N. Thomas and L. Jorda and V. Da Deppo and H. Haack and S. F. Green and B. Carry and K. L. Donaldson Hanna and J. Leif Jorgensen and A. Kereszturi and F. E. DeMeo and M. R. Patel and J. K. Davies and F. Clarke and K. Kinch and A. Guilbert-Lepoutre and J. Agarwal and A. S. Rivkin and P. Pravec and S. Fornasier and M. Granvik and R. H. Jones and N. Murdoch and K. H. Joy and E. Pascale and M. Tecza and J. M. Barnes and J. Licandro and B. T. Greenhagen and S. B. Calcutt and C. M. Marriner and T. Warren and I. Tosh},
  journal={arXiv preprint arXiv:1710.10191v1},
  year={2017},
  url={http://arxiv.org/abs/1710.10191v1}
}","N. E. Bowles, C. Snodgrass, A Gibbings, J. P. Sanchez, J. A. Arnold, P. Eccleston, T. Andert, A. Probst, G. Naletto, A. C. Vandaele, J. de Leon, A. Nathues, I. R. Thomas, N. Thomas, L. Jorda, V. Da Deppo, H. Haack, S. F. Green, B. Carry, K. L. Donaldson Hanna, J. Leif Jorgensen, A. Kereszturi, F. E. DeMeo, M. R. Patel, J. K. Davies, F. Clarke, K. Kinch, A. Guilbert-Lepoutre, J. Agarwal, A. S. Rivkin, P. Pravec, S. Fornasier, M. Granvik, R. H. Jones, N. Murdoch, K. H. Joy, E. Pascale, M. Tecza, J. M. Barnes, J. Licandro, B. T. Greenhagen, S. B. Calcutt, C. M. Marriner, T. Warren, I. Tosh",,2026-04-18
Method,Method,Computer Vision,,2017-12-09,12,2017,,Fine-Grained Object Recognition and Zero-Shot Learning in Remote Sensing Imagery,,http://arxiv.org/abs/1712.03323v1,"Fine-grained object recognition that aims to identify the type of an object among a large number of subcategories is an emerging application with the increasing resolution that exposes new details in image data. Traditional fully supervised algorithms fail to handle this problem where there is low between-class variance and high within-class variance for the classes of interest with small sample sizes. We study an even more extreme scenario named zero-shot learning (ZSL) in which no training example exists for some of the classes. ZSL aims to build a recognition model for new unseen categories by relating them to seen classes that were previously learned. We establish this relation by learning a compatibility function between image features extracted via a convolutional neural network and auxiliary information that describes the semantics of the classes of interest by using training samples from the seen classes. Then, we show how knowledge transfer can be performed for the unseen classes by maximizing this function during inference. We introduce a new data set that contains 40 different types of street trees in 1-ft spatial resolution aerial data, and evaluate the performance of this model with manually annotated attributes, a natural language model, and a scientific taxonomy as auxiliary information. The experiments show that the proposed model achieves 14.3% recognition accuracy for the classes with no training examples, which is significantly better than a random guess accuracy of 6.3% for 16 test classes, and three other ZSL algorithms.",,"G. Sumbul, R. G. Cinbis, S. Aksoy, ""Fine-Grained Object Recognition and Zero-Shot Learning in Remote Sensing Imagery"", IEEE Transactions on Geoscience and Remote Sensing (TGRS), in press, 2017","@article{sumbul2017finegrained,
  title={Fine-Grained Object Recognition and Zero-Shot Learning in Remote Sensing Imagery},
  author={Gencer Sumbul and Ramazan Gokberk Cinbis and Selim Aksoy},
  journal={arXiv preprint arXiv:1712.03323v1},
  year={2017},
  url={http://arxiv.org/abs/1712.03323v1}
}","Gencer Sumbul, Ramazan Gokberk Cinbis, Selim Aksoy",,2026-04-18
Method,Method,Computer Vision,,2017-12-21,12,2017,,Exploring Models and Data for Remote Sensing Image Caption Generation,,http://arxiv.org/abs/1712.07835v1,"Inspired by recent development of artificial satellite, remote sensing images have attracted extensive attention. Recently, noticeable progress has been made in scene classification and target detection.However, it is still not clear how to describe the remote sensing image content with accurate and concise sentences. In this paper, we investigate to describe the remote sensing images with accurate and flexible sentences. First, some annotated instructions are presented to better describe the remote sensing images considering the special characteristics of remote sensing images. Second, in order to exhaustively exploit the contents of remote sensing images, a large-scale aerial image data set is constructed for remote sensing image caption. Finally, a comprehensive review is presented on the proposed data set to fully advance the task of remote sensing caption. Extensive experiments on the proposed data set demonstrate that the content of the remote sensing image can be completely described by generating language descriptions. The data set is available at https://github.com/201528014227051/RSICD_optimal",https://github.com/201528014227051/RSICD_optimal,"14 pages, 8 figures","@article{lu2017exploring,
  title={Exploring Models and Data for Remote Sensing Image Caption Generation},
  author={Xiaoqiang Lu and Binqiang Wang and Xiangtao Zheng and Xuelong Li},
  journal={arXiv preprint arXiv:1712.07835v1},
  year={2017},
  url={http://arxiv.org/abs/1712.07835v1}
}","Xiaoqiang Lu, Binqiang Wang, Xiangtao Zheng, Xuelong Li",CLS;IC;OD,2026-04-18
Method,Method,Atmospheric and Oceanic Physics,astro-ph.IM; physics.atom-ph; physics.ins-det,2018-02-09,2,2018,,Remote sensing of geomagnetic fields and atomic collisions in the mesosphere,,http://arxiv.org/abs/1802.04686v1,"Magnetic-field sensing has contributed to the formulation of the plate-tectonics theory, the discovery and mapping of underground structures on Earth, and the study of magnetism in other planets. Filling the gap between space-based and near-Earth observation, we demonstrate a novel method for remote measurement of the geomagnetic field at an altitude of 85-100 km. The method consists of optical pumping of atomic sodium in the upper mesosphere with an intensity-modulated laser beam, and simultaneous ground-based observation of the resultant magneto-optical resonance when driving the atomic-sodium spins at the Larmor precession frequency. The experiment was carried out at the Roque de Los Muchachos Observatory in La Palma (Canary Islands) where we validated this technique and remotely measured the Larmor precession frequency of sodium as 260.4(1) kHz, corresponding to a mesospheric magnetic field of 0.3720(1) G. We demonstrate a magnetometry accuracy level of 0.28 mG/$\sqrt{\text{Hz}}$ in good atmospheric conditions. In addition, these observations allow us to characterize various atomic-collision processes in the mesosphere. Remote detection of mesospheric magnetic fields has potential applications such as mapping of large-scale magnetic structures in the lithosphere and the study of electric-current fluctuations in the ionosphere.",,"10 pages, 7 figures","@article{bustos2018remote,
  title={Remote sensing of geomagnetic fields and atomic collisions in the mesosphere},
  author={Felipe Pedreros Bustos and Domenico Bonaccini Calia and Dmitry Budker and Mauro Centrone and Joschua Hellemeier and Paul Hickson and Ronald Holzlöhner and Simon Rochester},
  journal={arXiv preprint arXiv:1802.04686v1},
  year={2018},
  url={http://arxiv.org/abs/1802.04686v1}
}","Felipe Pedreros Bustos, Domenico Bonaccini Calia, Dmitry Budker, Mauro Centrone, Joschua Hellemeier, Paul Hickson, Ronald Holzlöhner, Simon Rochester",,2026-04-18
